RIQUQF,1,180,0,1,0,0,0
CNSCAB,4,116,0,1,0,0,0
CDZBMM,1,167,0,1,0,0,0
ABVLIR,3,239,0,1,0,0,0
ENWCWO,1,582,1,1,0,0,0
VWAMSJ,1,146,0,1,0,0,0
HYTVII,1,334,0,1,0,0,0
JKDBXB,3,632,1,1,0,0,0
GULZOM,1,430,1,1,0,0,0
JTZAPZ,4,334,0,1,0,0,0
ANCTDT,2,190,1,1,0,0,0
FSOUQE,3,739,1,1,0,0,0
HKAMVJ,1,768,1,1,0,0,0
QARSHI,2,232,1,1,0,0,0
AVIQNS,1,238,1,1,0,0,0
FPVSDB,1,768,1,1,0,0,0
RRENCL,2,232,1,1,0,0,0
KPLKDR,2,232,0,1,0,0,0
FBLNJB,1,116,0,1,0,0,0
VHCRXH,1,239,0,1,0,0,0
PGRMPS,1,146,1,1,0,0,0
VJTHVN,2,116,1,1,0,0,0
KAWOML,1,239,0,1,0,0,0
VXJTLU,2,416,1,1,0,0,0
EVTJMR,2,237,0,1,0,0,0
AHLZJK,2,167,1,1,0,0,0
BQQROF,2,650,1,1,0,0,0
MFUWHS,1,315,0,1,0,0,0
HDCAMD,1,315,0,1,0,0,0
QAYAAJ,1,125,0,1,0,0,0
QKKOVO,3,416,1,1,0,0,0
LEMQNF,1,250,0,1,0,0,0
QPCUXB,1,430,0,1,0,0,0
LXMTBA,1,125,0,1,0,0,0
BAZBSS,3,801,1,1,0,0,0
RSBSEY,2,605,1,1,0,0,0
IGTROO,2,116,0,1,0,0,0
NDOYNV,1,146,0,1,0,0,0
NYUNIN,2,180,1,1,0,0,0
WEQNOA,2,239,1,1,0,0,0
RCOGRV,2,316,1,1,0,0,0
ITHEJY,1,539,1,1,0,0,0
DVZGEV,2,109,1,1,0,0,0
QGHRNN,2,465,0,1,0,0,0
GFBZAR,1,478,1,1,0,0,0
EOCOQI,1,424,0,1,0,0,0
JTHUUL,2,678,1,1,0,0,0
NAEJWT,1,146,0,1,0,0,0
JWHQSC,2,167,1,1,0,0,0
QRMZLP,1,334,0,1,0,0,0
GEHLEV,2,310,1,1,0,0,0
ZXBLEX,3,167,0,1,0,0,0
UEDTQI,1,380,0,1,0,0,0
VDNIUI,1,116,1,1,0,0,0
YVQOOC,1,232,1,1,0,0,0
JDZVLI,2,474,1,1,0,0,0
MEVCMZ,2,155,1,1,0,0,0
DYBRYQ,2,167,1,1,0,0,0
UHCBHI,2,109,0,1,0,0,0
KLITSH,3,430,1,1,0,0,0
DGZYIL,1,875,0,1,0,0,0
PEXGUL,1,109,0,1,0,0,0
SJSQNG,1,116,0,1,0,0,0
RFRJYE,2,316,0,1,0,0,0
GDLATM,1,155,0,1,0,0,0
FBCDRX,1,125,1,1,0,0,0
EIQBNX,1,180,0,1,0,0,0
MSTAID,1,292,0,1,0,0,0
KZDNOM,2,167,1,1,0,0,0
ZLWEGT,2,216,0,1,0,0,0
PYGZYE,2,232,0,1,0,0,0
FJERWK,1,215,1,1,0,0,0
QZMHFI,3,116,0,1,0,0,0
GDSFZA,1,1184,0,1,0,0,0
HBXKYI,2,494,1,1,0,0,0
KHFYXB,1,478,1,1,0,0,0
XMEWOE,3,215,1,0,0,0,1
SMXQHD,2,232,1,1,0,0,0
SSFKEP,2,334,0,1,0,0,0
FVMUNP,2,215,1,1,0,0,0
CSJSXN,2,116,0,1,0,0,0
OTXIIY,2,232,0,1,0,0,0
ATJOOF,2,316,0,1,0,0,0
SGSOBH,2,116,0,1,0,0,0
QNGTEJ,2,380,1,1,0,0,0
MWRSBT,2,316,0,1,0,0,0
SNVQWG,1,167,0,1,0,0,0
RIPYQX,1,540,0,1,0,0,0
GJHMIP,2,310,1,1,0,0,0
DYTSWX,1,109,1,1,0,0,0
RIXEIA,2,125,0,1,0,0,0
WUGARU,1,109,1,1,0,0,0
TJURZE,2,465,1,1,0,0,0
UNLQAU,1,292,0,1,0,0,0
FXCZYB,2,334,1,1,0,0,0
COHZBP,1,430,1,1,0,0,0
JFOMDW,4,276,1,1,0,0,0
PMCZRA,2,109,1,1,0,0,0
IYMZBI,4,730,1,1,0,0,0
VTNXQT,2,539,1,1,0,0,0
FXSJRN,2,768,1,1,0,0,0
LUWOQI,1,116,0,1,0,0,0
PRRBHA,1,180,1,1,0,0,0
EQFSGN,2,239,1,1,0,0,0
GAMIVZ,1,416,0,0,0,0,1
CPPCYR,2,316,0,1,0,0,0
FOBBKU,1,239,2,1,0,0,0
EYHNRB,2,360,0,1,0,0,0
FYKGZA,2,167,1,1,0,0,0
TZZNNL,2,116,1,1,0,0,0
OTUMPK,1,239,0,0,0,1,0
DDIIGI,4,125,0,1,0,0,0
AIQUOX,1,146,0,1,0,0,0
NJVJVN,1,292,0,1,0,0,0
XULNGM,2,109,0,1,0,0,0
OJBODM,1,650,1,1,0,0,0
ZIPLTR,2,324,1,1,0,0,0
XNLMVL,2,416,1,1,0,0,0
CGBXLJ,3,116,0,1,0,0,0
TKNAEH,3,632,0,1,0,0,0
LXTFVH,1,155,0,1,0,0,0
WQTNKE,1,266,0,1,0,0,0
JNMZWC,1,116,0,1,0,0,0
BYPSDP,1,116,0,1,0,0,0
QGLSMW,2,360,1,1,0,0,0
DEPYFP,2,470,0,1,0,0,0
SHMGHS,2,232,0,1,0,0,0
AMESTI,1,783,0,1,0,0,0
WYOSLZ,1,116,0,1,0,0,0
ENHXUX,2,146,0,1,0,0,0
LFELKC,7,292,0,1,0,0,0
OUASKF,1,232,0,0,0,0,1
XZQYOD,2,109,0,1,0,0,0
UOGMAQ,1,146,0,1,0,0,0
LRXEZS,1,167,0,1,0,0,0
JQAKWV,1,116,0,1,0,0,0
IBLQMM,3,430,0,1,0,0,0
GHLNGH,1,232,1,1,0,0,0
KMGDVW,2,116,0,1,0,0,0
PKGAAC,1,125,0,1,0,0,0
QLQJUG,1,146,0,1,0,0,0
DNGMMK,2,180,1,1,0,0,0
BTOZVM,3,552,1,1,0,0,0
GDOVWE,1,116,1,1,0,0,0
LPEJPK,2,416,0,1,0,0,0
TLYTQL,1,686,2,1,0,0,0
LAWMBG,1,109,0,1,0,0,0
BIBNTJ,2,292,0,1,0,0,0
HQXWVJ,2,146,0,1,0,0,0
GNGAWS,2,552,0,1,0,0,0
NCIMPC,1,663,1,1,0,0,0
XGMOAY,3,316,0,1,0,0,0
QOQBXA,1,167,0,1,0,0,0
OMZMHB,1,1527,1,1,0,0,0
PPYDXO,2,116,1,1,0,0,0
SDHYAA,2,208,0,1,0,0,0
ITSUTL,2,334,0,1,0,0,0
ETXMXH,4,180,1,1,0,0,0
ANCXND,1,232,1,1,0,0,0
FDBRLY,2,109,1,1,0,0,0
KLNUSB,1,146,0,1,0,0,0
EPILDD,1,109,1,1,0,0,0
QDUVRF,1,360,1,0,0,0,1
FXUACI,2,116,1,1,0,0,0
UABMKL,1,116,0,1,0,0,0
OIBBMX,1,167,0,1,0,0,0
PIRIYP,4,292,1,1,0,0,0
OJZYXY,1,232,0,1,0,0,0
GANZEC,2,239,0,1,0,0,0
TLNYNL,4,552,0,1,0,0,0
WETKIE,2,180,0,1,0,0,0
WBRDJP,2,116,1,1,0,0,0
CLOPNZ,1,125,1,1,0,0,0
NKEDRY,1,167,0,1,0,0,0
CPLDSC,2,316,1,1,0,0,0
ZNLGPE,1,125,0,1,0,0,0
OJTFTZ,2,416,0,1,0,0,0
AAUBJB,1,180,1,1,0,0,0
ZOPSUE,1,276,0,1,0,0,0
NNNQEB,1,109,0,1,0,0,0
FUOPSC,1,109,0,1,0,0,0
DRWSKO,1,316,1,1,0,0,0
BJAJQQ,2,1300,1,1,0,0,0
NKOSYH,2,552,0,1,0,0,0
QIXGCK,3,430,0,1,0,0,0
ZPDTCA,2,768,0,1,0,0,0
DJUMZC,2,430,0,1,0,0,0
HZZIJH,2,116,1,1,0,0,0
YQIRXP,1,580,1,1,0,0,0
TFCARN,1,146,1,1,0,0,0
IFGSZP,1,768,0,1,0,0,0
LQYYWF,1,648,0,1,0,0,0
KJDMEO,2,580,0,1,0,0,0
KJOKOF,1,310,1,1,0,0,0
MEJWVZ,1,167,1,1,0,0,0
FYUJIF,1,116,1,1,0,0,0
RTZILM,1,360,1,1,0,0,0
SULLWM,1,109,0,1,0,0,0
CSXZZB,1,180,0,1,0,0,0
MUGLOB,1,116,1,1,0,0,0
NWGQQJ,1,167,0,1,0,0,0
LXJRSI,1,239,0,1,0,0,0
CAIFVR,1,768,0,1,0,0,0
FBKWSU,1,239,1,1,0,0,0
BFGNQN,2,116,1,1,0,0,0
KNNDEI,1,155,1,1,0,0,0
GPXVZV,1,116,0,1,0,0,0
HWELNI,2,125,0,1,0,0,0
BBDSQN,2,272,1,1,0,0,0
QHTEFO,2,146,0,1,0,0,0
TTWDAQ,1,208,0,1,0,0,0
IPSSON,2,245,0,1,0,0,0
DEOPWO,1,180,0,1,0,0,0
IIUSYI,1,650,1,1,0,0,0
UUKHIY,2,155,1,1,0,0,0
HUHSPE,2,292,1,1,0,0,0
NVZICP,2,423,0,1,0,0,0
MJGZDE,2,109,0,1,0,0,0
YQUZNJ,2,116,1,1,0,0,0
ILWEZY,4,155,1,1,0,0,0
WNIZCY,2,116,0,1,0,0,0
JSNVLL,1,768,1,1,0,0,0
IBYBZQ,1,146,1,1,0,0,0
CIXKAN,4,416,1,1,0,0,0
DKRCNO,1,334,0,1,0,0,0
TDBRGT,2,556,0,1,0,0,0
SIQUKE,1,109,0,1,0,0,0
TNFVDE,2,155,1,1,0,0,0
HAPYEL,1,324,1,1,0,0,0
QJEIUY,2,474,0,1,0,0,0
YELZRI,1,215,1,1,0,0,0
CHNCHA,2,125,1,1,0,0,0
AFKTWQ,1,167,0,1,0,0,0
DRJDMM,3,380,0,1,0,0,0
CFKWGH,1,116,0,1,0,0,0
HUGCQV,1,465,1,1,0,0,0
TINOBA,1,201,0,1,0,0,0
VYBDQP,2,360,0,1,0,0,0
KMTQZC,1,530,0,1,0,0,0
FEQWBH,2,416,1,1,0,0,0
BVZKJN,2,232,0,1,0,0,0
FMGEQW,2,232,1,1,0,0,0
ILOKDD,4,324,0,1,0,0,0
KHSAKZ,1,334,1,1,0,0,0
